OrderID,OrderDate,ProductID,Quantity
11021,4/14/1998,20,15
11021,4/14/1998,26,63
11021,4/14/1998,51,44
11021,4/14/1998,72,35
11022,4/14/1998,19,35
11022,4/14/1998,69,30
11023,4/14/1998,7,4
11023,4/14/1998,43,30
11024,4/15/1998,26,12
11024,4/15/1998,33,30
11024,4/15/1998,65,21
11024,4/15/1998,71,50
11025,4/15/1998,1,10
11025,4/15/1998,13,20
11026,4/15/1998,18,8
11026,4/15/1998,51,10
11027,4/16/1998,24,30
11027,4/16/1998,62,21
11028,4/16/1998,55,35
11028,4/16/1998,59,24
11029,4/16/1998,56,20
11029,4/16/1998,63,12
11030,4/17/1998,2,100
11030,4/17/1998,5,70
11030,4/17/1998,29,60
11030,4/17/1998,59,100
11031,4/17/1998,1,45
11031,4/17/1998,13,80
11031,4/17/1998,24,21
11031,4/17/1998,64,20
11031,4/17/1998,71,16
11032,4/17/1998,36,35
11032,4/17/1998,38,25
11032,4/17/1998,59,30
11033,4/17/1998,53,70
11033,4/17/1998,69,36
11034,4/20/1998,21,15
11034,4/20/1998,44,12
11034,4/20/1998,61,6
11035,4/20/1998,1,10
11035,4/20/1998,35,60
11035,4/20/1998,42,30
11035,4/20/1998,54,10
11036,4/20/1998,13,7
11036,4/20/1998,59,30
11037,4/21/1998,70,4
11038,4/21/1998,40,5
11038,4/21/1998,52,2
11038,4/21/1998,71,30
11039,4/21/1998,28,20
11039,4/21/1998,35,24
11039,4/21/1998,49,60
11039,4/21/1998,57,28
11040,4/22/1998,21,20
11041,4/22/1998,2,30
11041,4/22/1998,63,30
11042,4/22/1998,44,15
11042,4/22/1998,61,4
11043,4/22/1998,11,10
11044,4/23/1998,62,12
11045,4/23/1998,33,15
11045,4/23/1998,51,24
11046,4/23/1998,12,20
11046,4/23/1998,32,15
11046,4/23/1998,35,18
11047,4/24/1998,1,25
11047,4/24/1998,5,30
11048,4/24/1998,68,42
11049,4/24/1998,2,10
11049,4/24/1998,12,4
11050,4/27/1998,76,50
11051,4/27/1998,24,10
11052,4/27/1998,43,30
11052,4/27/1998,61,10
11053,4/27/1998,18,35
11053,4/27/1998,32,20
11053,4/27/1998,64,25
11054,4/28/1998,33,10
11054,4/28/1998,67,20
11055,4/28/1998,24,15
11055,4/28/1998,25,15
11055,4/28/1998,51,20
11055,4/28/1998,57,20
11056,4/28/1998,7,40
11056,4/28/1998,55,35
11056,4/28/1998,60,50
11057,4/29/1998,70,3
11058,4/29/1998,21,3
11058,4/29/1998,60,21
11058,4/29/1998,61,4
11059,4/29/1998,13,30
11059,4/29/1998,17,12
11059,4/29/1998,60,35
11060,4/30/1998,60,4
11060,4/30/1998,77,10
11061,4/30/1998,60,15
11062,4/30/1998,53,10
11062,4/30/1998,70,12
11063,4/30/1998,34,30
11063,4/30/1998,40,40
11063,4/30/1998,41,30
11064,5/1/1998,17,77
11064,5/1/1998,41,12
11064,5/1/1998,53,25
11064,5/1/1998,55,4
11064,5/1/1998,68,55
11065,5/1/1998,30,4
11065,5/1/1998,54,20
11066,5/1/1998,16,3
11066,5/1/1998,19,42
11066,5/1/1998,34,35
11067,5/4/1998,41,9
11068,5/4/1998,28,8
11068,5/4/1998,43,36
11068,5/4/1998,77,28
11069,5/4/1998,39,20
11070,5/5/1998,1,40
11070,5/5/1998,2,20
11070,5/5/1998,16,30
11070,5/5/1998,31,20
11071,5/5/1998,7,15
11071,5/5/1998,13,10
11072,5/5/1998,2,8
11072,5/5/1998,41,40
11072,5/5/1998,50,22
11072,5/5/1998,64,130
11073,5/5/1998,11,10
11073,5/5/1998,24,20
11074,5/6/1998,16,14
11075,5/6/1998,2,10
11075,5/6/1998,46,30
11075,5/6/1998,76,2
11076,5/6/1998,6,20
11076,5/6/1998,14,20
11076,5/6/1998,19,10
11077,5/6/1998,2,24
11077,5/6/1998,3,4
11077,5/6/1998,4,1
11077,5/6/1998,6,1
11077,5/6/1998,7,1
11077,5/6/1998,8,2
11077,5/6/1998,10,1
11077,5/6/1998,12,2
11077,5/6/1998,13,4
11077,5/6/1998,14,1
11077,5/6/1998,16,2
11077,5/6/1998,20,1
11077,5/6/1998,23,2
11077,5/6/1998,32,1
11077,5/6/1998,39,2
11077,5/6/1998,41,3
11077,5/6/1998,46,3
11077,5/6/1998,52,2
11077,5/6/1998,55,2
11077,5/6/1998,60,2
11077,5/6/1998,64,2
11077,5/6/1998,66,1
11077,5/6/1998,73,2
11077,5/6/1998,75,4
11077,5/6/1998,77,2
,5/6/1998,,
